idna_subject,checker_type,destination,source,tested_at,session_id
9993954.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:52.115731,9eccd806894ae0aea5a13634
999393.vet,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:52.816942,9eccd806894ae0aea5a13634
999294.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:53.280427,9eccd806894ae0aea5a13634
999403.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:53.523217,9eccd806894ae0aea5a13634
9994.tech,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:53.539502,9eccd806894ae0aea5a13634
999409.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:53.577012,9eccd806894ae0aea5a13634
999493.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:53.858295,9eccd806894ae0aea5a13634
999471.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:54.232250,9eccd806894ae0aea5a13634
9993v.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:54.302283,9eccd806894ae0aea5a13634
999496.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:54.706784,9eccd806894ae0aea5a13634
9994384.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:55.463309,9eccd806894ae0aea5a13634
9994999.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:55.476986,9eccd806894ae0aea5a13634
99949hao.app,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:56.286744,9eccd806894ae0aea5a13634
9994p.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:56.297775,9eccd806894ae0aea5a13634
99949hao.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:56.639368,9eccd806894ae0aea5a13634
99955.app,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:56.865648,9eccd806894ae0aea5a13634
999555d.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:57.862870,9eccd806894ae0aea5a13634
